KodePelanggan,NamaPelanggan,INV,KodeBarang,NamaBarang,Tanggal,Termin,Kuantitas,Satuan,Harga,Penjualan,KategoriPelanggan,Lokasi
C005,CV Berkah Abadi,INV20240212298,B004,Keyboard Mechanical,2/12/2024,N7,17,Pcs,1553356,26407052,Grosir,Semarang
C003,UD Sentosa,INV20240213347,B005,Monitor Samsung,2/13/2024,N7,8,Pcs,1093245,8745960,Retail,Surabaya
C004,PT Makmur Bersama,INV20240213306,B002,Printer Epson,2/13/2024,N7,3,Unit,741161,2223483,Distributor,Medan
C002,CV Maju Terus,INV20240213295,B005,Monitor Samsung,2/13/2024,N30,3,Pcs,1158773,3476319,Distributor,Bandung
C005,CV Berkah Abadi,INV20240214810,B001,Laptop Lenovo,2/14/2024,N7,1,Pcs,1898079,1898079,Distributor,Semarang
C005,CV Berkah Abadi,INV20240214784,B001,Laptop Lenovo,2/14/2024,N15,16,Unit,995099,15921584,Retail,Semarang
C001,PT Sinar Jaya,INV20240214896,B005,Monitor Samsung,2/14/2024,N30,20,Unit,406286,8125720,Retail,Jakarta
C002,CV Maju Terus,INV20240214980,B005,Monitor Samsung,2/14/2024,N7,12,Pcs,424175,5090100,Grosir,Bandung
C003,UD Sentosa,INV20240215331,B001,Laptop Lenovo,2/15/2024,N30,14,Pcs,201874,2826236,Distributor,Surabaya
C003,UD Sentosa,INV20240216567,B003,Mouse Logitech,2/16/2024,N7,8,Unit,1008141,8065128,Grosir,Surabaya
C003,UD Sentosa,INV20240216243,B001,Laptop Lenovo,2/16/2024,N30,20,Pcs,1957303,39146060,Distributor,Surabaya
C004,PT Makmur Bersama,INV20240216230,B005,Monitor Samsung,2/16/2024,N15,1,Unit,315582,315582,Grosir,Medan
C002,CV Maju Terus,INV20240217674,B004,Keyboard Mechanical,2/17/2024,N30,4,Unit,1104633,4418532,Retail,Bandung
C003,UD Sentosa,INV20240217522,B003,Mouse Logitech,2/17/2024,N15,2,Unit,810504,1621008,Retail,Surabaya
C003,UD Sentosa,INV20240218154,B001,Laptop Lenovo,2/18/2024,N15,16,Pcs,1704519,27272304,Distributor,Surabaya
C003,UD Sentosa,INV20240218571,B002,Printer Epson,2/18/2024,N15,5,Unit,458916,2294580,Grosir,Surabaya
C004,PT Makmur Bersama,INV20240218281,B003,Mouse Logitech,2/18/2024,N15,19,Pcs,610213,11594047,Retail,Medan
C002,CV Maju Terus,INV20240218760,B005,Monitor Samsung,2/18/2024,N7,7,Unit,232676,1628732,Retail,Bandung
C003,UD Sentosa,INV20240218374,B002,Printer Epson,2/18/2024,N7,9,Pcs,398360,3585240,Distributor,Surabaya
C005,CV Berkah Abadi,INV20240219768,B002,Printer Epson,2/19/2024,N30,16,Pcs,1488679,23818864,Distributor,Semarang
C003,UD Sentosa,INV20240219935,B002,Printer Epson,2/19/2024,N15,1,Unit,404186,404186,Distributor,Surabaya
C004,PT Makmur Bersama,INV20240220167,B002,Printer Epson,2/20/2024,N30,18,Pcs,408110,7345980,Grosir,Medan
C004,PT Makmur Bersama,INV20240220873,B004,Keyboard Mechanical,2/20/2024,N7,9,Unit,555599,5000391,Distributor,Medan
C001,PT Sinar Jaya,INV20240220124,B001,Laptop Lenovo,2/20/2024,N15,15,Unit,1825266,27378990,Retail,Jakarta
C002,CV Maju Terus,INV20240221646,B003,Mouse Logitech,2/21/2024,N7,7,Unit,232723,1629061,Distributor,Bandung
C002,CV Maju Terus,INV20240221491,B003,Mouse Logitech,2/21/2024,N30,8,Unit,1982561,15860488,Distributor,Bandung
C001,PT Sinar Jaya,INV20240222655,B003,Mouse Logitech,2/22/2024,N15,4,Pcs,1107320,4429280,Retail,Jakarta
C002,CV Maju Terus,INV20240222304,B002,Printer Epson,2/22/2024,N7,12,Unit,1832790,21993480,Distributor,Bandung
C001,PT Sinar Jaya,INV20240223875,B002,Printer Epson,2/23/2024,N7,11,Pcs,1837762,20215382,Retail,Jakarta
C003,UD Sentosa,INV20240224486,B001,Laptop Lenovo,2/24/2024,N7,3,Pcs,1778077,5334231,Retail,Surabaya
C001,PT Sinar Jaya,INV20240224544,B001,Laptop Lenovo,2/24/2024,N30,2,Pcs,748929,1497858,Retail,Jakarta
C005,CV Berkah Abadi,INV20240225343,B004,Keyboard Mechanical,2/25/2024,N15,19,Pcs,1688422,32080018,Grosir,Semarang
C002,CV Maju Terus,INV20240225993,B002,Printer Epson,2/25/2024,N15,15,Pcs,249521,3742815,Retail,Bandung
C001,PT Sinar Jaya,INV20240225431,B001,Laptop Lenovo,2/25/2024,N30,12,Unit,488255,5859060,Retail,Jakarta
C005,CV Berkah Abadi,INV20240226324,B004,Keyboard Mechanical,2/26/2024,N7,6,Pcs,1343989,8063934,Retail,Semarang
C004,PT Makmur Bersama,INV20240226546,B003,Mouse Logitech,2/26/2024,N15,18,Pcs,1492858,26871444,Grosir,Medan
C005,CV Berkah Abadi,INV20240227142,B004,Keyboard Mechanical,2/27/2024,N7,20,Unit,458887,9177740,Retail,Semarang
C003,UD Sentosa,INV20240227364,B001,Laptop Lenovo,2/27/2024,N15,13,Unit,1168451,15189863,Distributor,Surabaya
C003,UD Sentosa,INV20240227700,B002,Printer Epson,2/27/2024,N15,4,Pcs,1070367,4281468,Retail,Surabaya
C003,UD Sentosa,INV20240227929,B004,Keyboard Mechanical,2/27/2024,N30,14,Pcs,1244920,17428880,Distributor,Surabaya
C005,CV Berkah Abadi,INV20240227593,B001,Laptop Lenovo,2/27/2024,N30,19,Pcs,496502,9433538,Retail,Semarang
C001,PT Sinar Jaya,INV20240227440,B001,Laptop Lenovo,2/27/2024,N7,12,Pcs,264186,3170232,Retail,Jakarta
C004,PT Makmur Bersama,INV20240227585,B005,Monitor Samsung,2/27/2024,N15,7,Pcs,661105,4627735,Grosir,Medan
C004,PT Makmur Bersama,INV20240227358,B002,Printer Epson,2/27/2024,N15,8,Pcs,1376204,11009632,Distributor,Medan
C004,PT Makmur Bersama,INV20240228729,B003,Mouse Logitech,2/28/2024,N7,2,Unit,144298,288596,Grosir,Medan
C004,PT Makmur Bersama,INV20240228518,B002,Printer Epson,2/28/2024,N30,19,Unit,218938,4159822,Distributor,Medan
C005,CV Berkah Abadi,INV20240228629,B003,Mouse Logitech,2/28/2024,N15,11,Pcs,342558,3768138,Distributor,Semarang
C002,CV Maju Terus,INV20240229109,B005,Monitor Samsung,2/29/2024,N15,8,Pcs,531608,4252864,Distributor,Bandung
C003,UD Sentosa,INV20240229394,B002,Printer Epson,2/29/2024,N15,19,Pcs,550438,10458322,Grosir,Surabaya
C005,CV Berkah Abadi,INV20240229721,B001,Laptop Lenovo,2/29/2024,N15,7,Pcs,1358470,9509290,Retail,Semarang
C001,PT Sinar Jaya,INV20240301718,B003,Mouse Logitech,3/1/2024,N30,14,Pcs,755907,10582698,Retail,Jakarta
C005,CV Berkah Abadi,INV20240302362,B003,Mouse Logitech,3/2/2024,N30,1,Pcs,1574857,1574857,Retail,Semarang
C004,PT Makmur Bersama,INV20240302941,B001,Laptop Lenovo,3/2/2024,N30,1,Unit,1909236,1909236,Retail,Medan
C001,PT Sinar Jaya,INV20240302741,B004,Keyboard Mechanical,3/2/2024,N7,9,Unit,863928,7775352,Distributor,Jakarta
C001,PT Sinar Jaya,INV20240302401,B005,Monitor Samsung,3/2/2024,N7,4,Unit,1402598,5610392,Distributor,Jakarta
C001,PT Sinar Jaya,INV20240303148,B001,Laptop Lenovo,3/3/2024,N7,11,Unit,1070254,11772794,Distributor,Jakarta
C004,PT Makmur Bersama,INV20240303243,B004,Keyboard Mechanical,3/3/2024,N30,14,Unit,718487,10058818,Retail,Medan
C004,PT Makmur Bersama,INV20240304815,B002,Printer Epson,3/4/2024,N7,4,Unit,486134,1944536,Distributor,Medan
C005,CV Berkah Abadi,INV20240304416,B005,Monitor Samsung,3/4/2024,N7,11,Pcs,1190274,13093014,Retail,Semarang
C005,CV Berkah Abadi,INV20240306463,B004,Keyboard Mechanical,3/6/2024,N30,17,Pcs,620815,10553855,Grosir,Semarang
C003,UD Sentosa,INV20240306522,B003,Mouse Logitech,3/6/2024,N7,2,Pcs,1002770,2005540,Distributor,Surabaya
C002,CV Maju Terus,INV20240306358,B004,Keyboard Mechanical,3/6/2024,N7,1,Unit,1192097,1192097,Retail,Bandung
C001,PT Sinar Jaya,INV20240307625,B002,Printer Epson,3/7/2024,N30,15,Unit,724651,10869765,Grosir,Jakarta
C004,PT Makmur Bersama,INV20240307556,B004,Keyboard Mechanical,3/7/2024,N30,3,Pcs,1402166,4206498,Distributor,Medan
C004,PT Makmur Bersama,INV20240308689,B005,Monitor Samsung,3/8/2024,N30,8,Pcs,1160600,9284800,Distributor,Medan
C004,PT Makmur Bersama,INV20240308890,B004,Keyboard Mechanical,3/8/2024,N15,7,Unit,799867,5599069,Retail,Medan
C004,PT Makmur Bersama,INV20240309621,B003,Mouse Logitech,3/9/2024,N7,4,Pcs,146508,586032,Grosir,Medan
C001,PT Sinar Jaya,INV20240310543,B004,Keyboard Mechanical,3/10/2024,N7,13,Pcs,683493,8885409,Retail,Jakarta
C002,CV Maju Terus,INV20240310830,B002,Printer Epson,3/10/2024,N30,1,Unit,1236801,1236801,Retail,Bandung
C002,CV Maju Terus,INV20240310798,B002,Printer Epson,3/10/2024,N15,19,Unit,1026840,19509960,Retail,Bandung
C001,PT Sinar Jaya,INV20240311413,B005,Monitor Samsung,3/11/2024,N30,16,Unit,773951,12383216,Retail,Jakarta
C004,PT Makmur Bersama,INV20240311321,B002,Printer Epson,3/11/2024,N7,20,Pcs,1326771,26535420,Retail,Medan
C003,UD Sentosa,INV20240311604,B002,Printer Epson,3/11/2024,N15,19,Pcs,1460401,27747619,Distributor,Surabaya
C004,PT Makmur Bersama,INV20240311579,B001,Laptop Lenovo,3/11/2024,N30,11,Unit,1838434,20222774,Grosir,Medan
C002,CV Maju Terus,INV20240311933,B003,Mouse Logitech,3/11/2024,N30,19,Pcs,1269021,24111399,Distributor,Bandung
C003,UD Sentosa,INV20240311366,B004,Keyboard Mechanical,3/11/2024,N30,5,Pcs,1120134,5600670,Distributor,Surabaya
C001,PT Sinar Jaya,INV20240312267,B004,Keyboard Mechanical,3/12/2024,N7,8,Pcs,185548,1484384,Retail,Jakarta
C005,CV Berkah Abadi,INV20240312867,B002,Printer Epson,3/12/2024,N7,3,Unit,1093788,3281364,Retail,Semarang
C002,CV Maju Terus,INV20240312134,B004,Keyboard Mechanical,3/12/2024,N7,11,Unit,1837002,20207022,Grosir,Bandung
C004,PT Makmur Bersama,INV20240312696,B001,Laptop Lenovo,3/12/2024,N15,2,Unit,1721485,3442970,Distributor,Medan
C002,CV Maju Terus,INV20240313923,B003,Mouse Logitech,3/13/2024,N7,14,Pcs,1884091,26377274,Retail,Bandung
C004,PT Makmur Bersama,INV20240313102,B003,Mouse Logitech,3/13/2024,N15,9,Unit,241341,2172069,Retail,Medan
C003,UD Sentosa,INV20240314967,B005,Monitor Samsung,3/14/2024,N7,8,Pcs,1729914,13839312,Distributor,Surabaya
C001,PT Sinar Jaya,INV20240314591,B003,Mouse Logitech,3/14/2024,N15,6,Unit,1941268,11647608,Grosir,Jakarta
C005,CV Berkah Abadi,INV20240315768,B004,Keyboard Mechanical,3/15/2024,N7,7,Pcs,1513401,10593807,Retail,Semarang
C004,PT Makmur Bersama,INV20240315314,B003,Mouse Logitech,3/15/2024,N15,20,Unit,1157107,23142140,Grosir,Medan
C005,CV Berkah Abadi,INV20240316375,B004,Keyboard Mechanical,3/16/2024,N30,8,Pcs,152516,1220128,Distributor,Semarang
C002,CV Maju Terus,INV20240317923,B005,Monitor Samsung,3/17/2024,N7,15,Pcs,1011307,15169605,Retail,Bandung
C005,CV Berkah Abadi,INV20240317230,B005,Monitor Samsung,3/17/2024,N15,6,Unit,1622958,9737748,Grosir,Semarang
C001,PT Sinar Jaya,INV20240319841,B005,Monitor Samsung,3/19/2024,N30,5,Unit,262136,1310680,Distributor,Jakarta
C005,CV Berkah Abadi,INV20240320993,B004,Keyboard Mechanical,3/20/2024,N30,10,Pcs,411948,4119480,Grosir,Semarang
C002,CV Maju Terus,INV20240321528,B002,Printer Epson,3/21/2024,N7,13,Pcs,157978,2053714,Grosir,Bandung
C003,UD Sentosa,INV20240321379,B001,Laptop Lenovo,3/21/2024,N15,14,Pcs,1639386,22951404,Retail,Surabaya
C005,CV Berkah Abadi,INV20240321778,B004,Keyboard Mechanical,3/21/2024,N15,20,Pcs,1244666,24893320,Retail,Semarang
C005,CV Berkah Abadi,INV20240321363,B004,Keyboard Mechanical,3/21/2024,N15,13,Pcs,248028,3224364,Distributor,Semarang
C001,PT Sinar Jaya,INV20240321639,B004,Keyboard Mechanical,3/21/2024,N7,7,Unit,288017,2016119,Retail,Jakarta
C004,PT Makmur Bersama,INV20240321661,B001,Laptop Lenovo,3/21/2024,N15,19,Pcs,638053,12123007,Grosir,Medan
C004,PT Makmur Bersama,INV20240321304,B002,Printer Epson,3/21/2024,N15,9,Unit,549963,4949667,Grosir,Medan
C003,UD Sentosa,INV20240321762,B005,Monitor Samsung,3/21/2024,N30,8,Pcs,1732258,13858064,Retail,Surabaya
C005,CV Berkah Abadi,INV20240322149,B002,Printer Epson,3/22/2024,N15,12,Pcs,1257958,15095496,Grosir,Semarang
C001,PT Sinar Jaya,INV20240322391,B005,Monitor Samsung,3/22/2024,N15,19,Pcs,445835,8470865,Grosir,Jakarta
C001,PT Sinar Jaya,INV20240322341,B004,Keyboard Mechanical,3/22/2024,N7,8,Pcs,1865554,14924432,Retail,Jakarta
C003,UD Sentosa,INV20240322414,B004,Keyboard Mechanical,3/22/2024,N7,3,Pcs,1982513,5947539,Distributor,Surabaya
C003,UD Sentosa,INV20240323204,B002,Printer Epson,3/23/2024,N7,19,Pcs,792422,15056018,Distributor,Surabaya
C001,PT Sinar Jaya,INV20240323629,B001,Laptop Lenovo,3/23/2024,N7,6,Unit,1808106,10848636,Grosir,Jakarta
C001,PT Sinar Jaya,INV20240324262,B001,Laptop Lenovo,3/24/2024,N30,12,Pcs,448565,5382780,Distributor,Jakarta
C002,CV Maju Terus,INV20240324803,B005,Monitor Samsung,3/24/2024,N15,14,Pcs,297275,4161850,Grosir,Bandung
C005,CV Berkah Abadi,INV20240324865,B001,Laptop Lenovo,3/24/2024,N15,4,Pcs,129667,518668,Retail,Semarang
C003,UD Sentosa,INV20240325233,B002,Printer Epson,3/25/2024,N30,19,Unit,835641,15877179,Distributor,Surabaya
C005,CV Berkah Abadi,INV20240325299,B002,Printer Epson,3/25/2024,N15,16,Unit,921339,14741424,Distributor,Semarang
C005,CV Berkah Abadi,INV20240325894,B005,Monitor Samsung,3/25/2024,N30,12,Pcs,297730,3572760,Retail,Semarang
C005,CV Berkah Abadi,INV20240325257,B005,Monitor Samsung,3/25/2024,N7,16,Pcs,274794,4396704,Grosir,Semarang
C004,PT Makmur Bersama,INV20240326915,B003,Mouse Logitech,3/26/2024,N30,2,Pcs,367572,735144,Retail,Medan
C005,CV Berkah Abadi,INV20240326142,B002,Printer Epson,3/26/2024,N15,12,Pcs,914395,10972740,Retail,Semarang
C001,PT Sinar Jaya,INV20240326386,B005,Monitor Samsung,3/26/2024,N7,19,Pcs,1663155,31599945,Retail,Jakarta
C004,PT Makmur Bersama,INV20240326143,B004,Keyboard Mechanical,3/26/2024,N15,17,Pcs,175074,2976258,Retail,Medan
C003,UD Sentosa,INV20240327317,B005,Monitor Samsung,3/27/2024,N30,8,Unit,512230,4097840,Distributor,Surabaya
C005,CV Berkah Abadi,INV20240328173,B005,Monitor Samsung,3/28/2024,N7,9,Pcs,1785699,16071291,Distributor,Semarang
C003,UD Sentosa,INV20240328529,B005,Monitor Samsung,3/28/2024,N7,10,Unit,1001645,10016450,Retail,Surabaya
C003,UD Sentosa,INV20240328656,B005,Monitor Samsung,3/28/2024,N7,15,Unit,1165993,17489895,Grosir,Surabaya
C003,UD Sentosa,INV20240329199,B001,Laptop Lenovo,3/29/2024,N7,20,Unit,1064099,21281980,Retail,Surabaya
C005,CV Berkah Abadi,INV20240329501,B004,Keyboard Mechanical,3/29/2024,N15,17,Pcs,1337321,22734457,Grosir,Semarang
C001,PT Sinar Jaya,INV20240329315,B001,Laptop Lenovo,3/29/2024,N30,12,Unit,814040,9768480,Grosir,Jakarta
C003,UD Sentosa,INV20240329115,B004,Keyboard Mechanical,3/29/2024,N7,18,Pcs,637142,11468556,Distributor,Surabaya
C002,CV Maju Terus,INV20240329916,B004,Keyboard Mechanical,3/29/2024,N30,20,Unit,1766401,35328020,Distributor,Bandung
C005,CV Berkah Abadi,INV20240330767,B001,Laptop Lenovo,3/30/2024,N15,7,Pcs,615570,4308990,Grosir,Semarang
C002,CV Maju Terus,INV20240330425,B003,Mouse Logitech,3/30/2024,N7,14,Unit,1927394,26983516,Grosir,Bandung
C002,CV Maju Terus,INV20240331152,B002,Printer Epson,3/31/2024,N7,4,Unit,1925378,7701512,Retail,Bandung
C005,CV Berkah Abadi,INV20240401215,B001,Laptop Lenovo,4/1/2024,N15,19,Pcs,1067384,20280296,Grosir,Semarang
C005,CV Berkah Abadi,INV20240402358,B001,Laptop Lenovo,4/2/2024,N30,14,Unit,1638019,22932266,Retail,Semarang
C004,PT Makmur Bersama,INV20240403259,B005,Monitor Samsung,4/3/2024,N15,15,Unit,584254,8763810,Retail,Medan
C005,CV Berkah Abadi,INV20240403993,B001,Laptop Lenovo,4/3/2024,N30,1,Unit,1171923,1171923,Distributor,Semarang
C002,CV Maju Terus,INV20240404629,B002,Printer Epson,4/4/2024,N15,15,Unit,170641,2559615,Retail,Bandung
C005,CV Berkah Abadi,INV20240404624,B001,Laptop Lenovo,4/4/2024,N30,4,Pcs,1684919,6739676,Grosir,Semarang
C004,PT Makmur Bersama,INV20240406766,B002,Printer Epson,4/6/2024,N7,7,Pcs,237770,1664390,Retail,Medan
C002,CV Maju Terus,INV20240406635,B003,Mouse Logitech,4/6/2024,N30,2,Unit,1273523,2547046,Grosir,Bandung
C002,CV Maju Terus,INV20240406242,B002,Printer Epson,4/6/2024,N15,16,Pcs,831419,13302704,Distributor,Bandung
C004,PT Makmur Bersama,INV20240407310,B004,Keyboard Mechanical,4/7/2024,N30,18,Pcs,335981,6047658,Grosir,Medan
C003,UD Sentosa,INV20240407204,B002,Printer Epson,4/7/2024,N30,18,Unit,1810631,32591358,Distributor,Surabaya
C004,PT Makmur Bersama,INV20240407641,B003,Mouse Logitech,4/7/2024,N7,6,Pcs,670408,4022448,Distributor,Medan
C005,CV Berkah Abadi,INV20240407714,B004,Keyboard Mechanical,4/7/2024,N7,18,Unit,1059276,19066968,Distributor,Semarang
C002,CV Maju Terus,INV20240407894,B001,Laptop Lenovo,4/7/2024,N7,11,Pcs,229525,2524775,Grosir,Bandung
C004,PT Makmur Bersama,INV20240407711,B001,Laptop Lenovo,4/7/2024,N30,16,Pcs,1867216,29875456,Grosir,Medan
C004,PT Makmur Bersama,INV20240407771,B003,Mouse Logitech,4/7/2024,N7,16,Pcs,621756,9948096,Retail,Medan
C005,CV Berkah Abadi,INV20240407430,B003,Mouse Logitech,4/7/2024,N7,11,Unit,257044,2827484,Grosir,Semarang
C003,UD Sentosa,INV20240407423,B004,Keyboard Mechanical,4/7/2024,N15,20,Unit,1530129,30602580,Retail,Surabaya
C001,PT Sinar Jaya,INV20240408346,B004,Keyboard Mechanical,4/8/2024,N7,2,Unit,938829,1877658,Retail,Jakarta
C004,PT Makmur Bersama,INV20240408441,B005,Monitor Samsung,4/8/2024,N7,15,Pcs,1711299,25669485,Distributor,Medan
C005,CV Berkah Abadi,INV20240408966,B002,Printer Epson,4/8/2024,N7,19,Unit,855684,16257996,Grosir,Semarang
C004,PT Makmur Bersama,INV20240408231,B001,Laptop Lenovo,4/8/2024,N30,14,Pcs,691581,9682134,Distributor,Medan
C002,CV Maju Terus,INV20240408570,B001,Laptop Lenovo,4/8/2024,N7,13,Unit,1978914,25725882,Retail,Bandung
C005,CV Berkah Abadi,INV20240409678,B004,Keyboard Mechanical,4/9/2024,N7,13,Unit,1371815,17833595,Distributor,Semarang
C004,PT Makmur Bersama,INV20240409203,B002,Printer Epson,4/9/2024,N30,10,Pcs,482738,4827380,Grosir,Medan
C003,UD Sentosa,INV20240410373,B002,Printer Epson,4/10/2024,N15,19,Unit,1197418,22750942,Retail,Surabaya
C003,UD Sentosa,INV20240410186,B001,Laptop Lenovo,4/10/2024,N15,8,Unit,1949119,15592952,Distributor,Surabaya
C001,PT Sinar Jaya,INV20240411291,B004,Keyboard Mechanical,4/11/2024,N30,18,Pcs,1941461,34946298,Grosir,Jakarta
C001,PT Sinar Jaya,INV20240411192,B001,Laptop Lenovo,4/11/2024,N30,6,Unit,466233,2797398,Distributor,Jakarta
C003,UD Sentosa,INV20240411682,B003,Mouse Logitech,4/11/2024,N7,10,Unit,1627221,16272210,Distributor,Surabaya
C001,PT Sinar Jaya,INV20240411994,B005,Monitor Samsung,4/11/2024,N7,6,Pcs,1685251,10111506,Grosir,Jakarta
C004,PT Makmur Bersama,INV20240412335,B004,Keyboard Mechanical,4/12/2024,N15,10,Unit,330524,3305240,Distributor,Medan
C004,PT Makmur Bersama,INV20240412226,B003,Mouse Logitech,4/12/2024,N7,10,Unit,1755472,17554720,Distributor,Medan
C003,UD Sentosa,INV20240412946,B004,Keyboard Mechanical,4/12/2024,N30,16,Pcs,767438,12279008,Grosir,Surabaya
C001,PT Sinar Jaya,INV20240413472,B001,Laptop Lenovo,4/13/2024,N15,10,Unit,749893,7498930,Retail,Jakarta
C005,CV Berkah Abadi,INV20240413995,B005,Monitor Samsung,4/13/2024,N30,12,Unit,822200,9866400,Retail,Semarang
C005,CV Berkah Abadi,INV20240413699,B004,Keyboard Mechanical,4/13/2024,N30,15,Unit,479220,7188300,Retail,Semarang
C004,PT Makmur Bersama,INV20240413237,B004,Keyboard Mechanical,4/13/2024,N15,18,Pcs,1083744,19507392,Grosir,Medan
C003,UD Sentosa,INV20240413872,B003,Mouse Logitech,4/13/2024,N30,1,Unit,1301977,1301977,Grosir,Surabaya
C004,PT Makmur Bersama,INV20240413152,B005,Monitor Samsung,4/13/2024,N30,15,Unit,1009340,15140100,Distributor,Medan
C005,CV Berkah Abadi,INV20240414236,B003,Mouse Logitech,4/14/2024,N15,15,Unit,424063,6360945,Distributor,Semarang
C004,PT Makmur Bersama,INV20240415690,B005,Monitor Samsung,4/15/2024,N7,2,Pcs,1584068,3168136,Grosir,Medan
C002,CV Maju Terus,INV20240415900,B002,Printer Epson,4/15/2024,N15,15,Pcs,1640558,24608370,Retail,Bandung
C001,PT Sinar Jaya,INV20240415831,B002,Printer Epson,4/15/2024,N7,9,Unit,1647394,14826546,Retail,Jakarta
C003,UD Sentosa,INV20240415188,B002,Printer Epson,4/15/2024,N30,3,Pcs,1682615,5047845,Distributor,Surabaya
C003,UD Sentosa,INV20240417366,B001,Laptop Lenovo,4/17/2024,N15,1,Pcs,320985,320985,Distributor,Surabaya
C005,CV Berkah Abadi,INV20240417826,B001,Laptop Lenovo,4/17/2024,N15,20,Pcs,1151625,23032500,Grosir,Semarang
C001,PT Sinar Jaya,INV20240417873,B001,Laptop Lenovo,4/17/2024,N7,11,Pcs,1194109,13135199,Retail,Jakarta
C003,UD Sentosa,INV20240417123,B002,Printer Epson,4/17/2024,N30,3,Pcs,289190,867570,Distributor,Surabaya
C003,UD Sentosa,INV20240418228,B004,Keyboard Mechanical,4/18/2024,N30,12,Pcs,594641,7135692,Retail,Surabaya
C005,CV Berkah Abadi,INV20240418289,B002,Printer Epson,4/18/2024,N15,4,Unit,1209906,4839624,Retail,Semarang
C003,UD Sentosa,INV20240418520,B003,Mouse Logitech,4/18/2024,N30,10,Unit,1512637,15126370,Retail,Surabaya
C004,PT Makmur Bersama,INV20240419587,B005,Monitor Samsung,4/19/2024,N15,19,Unit,1104888,20992872,Distributor,Medan
C002,CV Maju Terus,INV20240419324,B002,Printer Epson,4/19/2024,N15,9,Pcs,1614220,14527980,Grosir,Bandung
C004,PT Makmur Bersama,INV20240419240,B002,Printer Epson,4/19/2024,N7,2,Pcs,941962,1883924,Grosir,Medan
C002,CV Maju Terus,INV20240420290,B001,Laptop Lenovo,4/20/2024,N15,1,Unit,970888,970888,Distributor,Bandung
C001,PT Sinar Jaya,INV20240420202,B003,Mouse Logitech,4/20/2024,N30,14,Unit,377583,5286162,Grosir,Jakarta
C001,PT Sinar Jaya,INV20240421578,B002,Printer Epson,4/21/2024,N7,7,Pcs,313364,2193548,Distributor,Jakarta
C002,CV Maju Terus,INV20240421917,B005,Monitor Samsung,4/21/2024,N7,16,Unit,1569434,25110944,Retail,Bandung
C002,CV Maju Terus,INV20240421690,B001,Laptop Lenovo,4/21/2024,N30,5,Pcs,1955251,9776255,Grosir,Bandung
C004,PT Makmur Bersama,INV20240421974,B004,Keyboard Mechanical,4/21/2024,N15,11,Pcs,175041,1925451,Retail,Medan
C001,PT Sinar Jaya,INV20240422646,B005,Monitor Samsung,4/22/2024,N7,2,Unit,1323146,2646292,Grosir,Jakarta
C005,CV Berkah Abadi,INV20240423515,B003,Mouse Logitech,4/23/2024,N7,1,Unit,150024,150024,Grosir,Semarang
C003,UD Sentosa,INV20240423146,B001,Laptop Lenovo,4/23/2024,N30,14,Pcs,632578,8856092,Distributor,Surabaya
C002,CV Maju Terus,INV20240423208,B001,Laptop Lenovo,4/23/2024,N15,7,Pcs,1775462,12428234,Distributor,Bandung
C003,UD Sentosa,INV20240424277,B005,Monitor Samsung,4/24/2024,N15,15,Pcs,303080,4546200,Grosir,Surabaya
C002,CV Maju Terus,INV20240424582,B003,Mouse Logitech,4/24/2024,N30,16,Unit,1921602,30745632,Retail,Bandung
C001,PT Sinar Jaya,INV20240424334,B004,Keyboard Mechanical,4/24/2024,N30,3,Pcs,151642,454926,Retail,Jakarta
C002,CV Maju Terus,INV20240424646,B004,Keyboard Mechanical,4/24/2024,N7,7,Pcs,516229,3613603,Distributor,Bandung
C001,PT Sinar Jaya,INV20240426585,B001,Laptop Lenovo,4/26/2024,N7,19,Unit,1440386,27367334,Distributor,Jakarta
C003,UD Sentosa,INV20240426381,B002,Printer Epson,4/26/2024,N7,12,Pcs,904372,10852464,Retail,Surabaya
C003,UD Sentosa,INV20240427494,B004,Keyboard Mechanical,4/27/2024,N7,14,Unit,1755449,24576286,Grosir,Surabaya
C004,PT Makmur Bersama,INV20240427858,B005,Monitor Samsung,4/27/2024,N15,20,Unit,1066362,21327240,Distributor,Medan
C004,PT Makmur Bersama,INV20240427911,B002,Printer Epson,4/27/2024,N7,17,Pcs,1954354,33224018,Distributor,Medan
C004,PT Makmur Bersama,INV20240427248,B005,Monitor Samsung,4/27/2024,N30,3,Unit,619880,1859640,Distributor,Medan
C003,UD Sentosa,INV20240427213,B005,Monitor Samsung,4/27/2024,N15,13,Unit,204572,2659436,Distributor,Surabaya
C003,UD Sentosa,INV20240428676,B001,Laptop Lenovo,4/28/2024,N30,15,Unit,187626,2814390,Retail,Surabaya
C004,PT Makmur Bersama,INV20240428206,B003,Mouse Logitech,4/28/2024,N15,3,Pcs,1976432,5929296,Distributor,Medan
C003,UD Sentosa,INV20240428732,B003,Mouse Logitech,4/28/2024,N30,13,Pcs,1366496,17764448,Retail,Surabaya
C002,CV Maju Terus,INV20240428827,B001,Laptop Lenovo,4/28/2024,N30,18,Unit,280390,5047020,Retail,Bandung
C001,PT Sinar Jaya,INV20240501524,B001,Laptop Lenovo,5/1/2024,N7,17,Pcs,718092,12207564,Retail,Jakarta
C005,CV Berkah Abadi,INV20240501666,B003,Mouse Logitech,5/1/2024,N7,13,Pcs,1998664,25982632,Grosir,Semarang
